"Nombre","Descripción","Tipo","Dirección","Latitud","Longitud"
"La Hostería del Prado ","<p>Con una situaci&oacute;n privilegiada, al final de la calle San Fernando, junto a la Universidad (antigua F&aacute;brica de Tabacos) y los Jardines de San Sebasti&aacute;n, se ubica La Hoster&iacute;a del Prado desde 1.946, un restaurante de primer orden, &uacute;nico en su categor&iacute;a en aquellos a&ntilde;os, donde tradici&oacute;n e innovaci&oacute;n se dan la mano ofreciendo en su carta una gastronom&iacute;a t&iacute;pica de la provincia de Sevilla.</p>
<p>Tradici&oacute;n, porque sus platos conservan el sabor de anta&ntilde;o, elaborados todos ellos con productos aut&oacute;ctonos de la provincia de Sevilla, e innovaci&oacute;n, porque en los &uacute;ltimos tiempos La Hoster&iacute;a del Prado se ha transformado en centro gastron&oacute;mico de la ciudad, con unas renovadas y luminosas instalaciones que se adaptan a las necesidades actuales de los clientes, acogiendo eventos y celebraciones de toda &iacute;ndole, y donde la gastronom&iacute;a ocupa, como no pod&iacute;a ser de otra forma, un papel primordial. Espacio de Show-Cooking, talleres de cocina, catas, presentaciones de productos y hasta actividades infantiles en las que se inicia a los ni&ntilde;os en la gastronom&iacute;a, todo ello tiene cabida en La Hoster&iacute;a del Prado.</p>
<p>En 2008 La Hoster&iacute;a del Prado recibe la certificaci&oacute;n de Q de Calidad Tur&iacute;stica Espa&ntilde;ola, que concede el ICTE (Sistema de Calidad Tur&iacute;stica Espa&ntilde;ola), y la Certificaci&oacute;n SICTED (Sistema Integral de Calidad Tur&iacute;stica en Destino). Tambi&eacute;n est&aacute; registrado en la web Hosteler&iacute;a Accesible, que recoge aquellos establecimientos que re&uacute;nen las caracter&iacute;sticas especif&iacute;cas para que todas las personas puedan disfrutar de su gastronom&iacute;a independientemente de sus capacidades f&iacute;sicas, ps&iacute;quicas o sensoriales.</p>
","Establecimientos con más de 50 años","Plaza San Sebastián, 1",37.381627,-5.98631
"Taberna Entrecárceles","<p>El Grupo La Raza recupera las buenas costumbres con la m&iacute;tica y centenaria taberna EntreC&aacute;rceles, que tras una profunda remodelaci&oacute;n, la reabre para convertirla en abacer&iacute;a.</p>
<p>EntreC&aacute;rceles es uno de los establecimientos hosteleros m&aacute;s antiguos de Sevilla -data de 1.894- y sus paredes est&aacute;n llenas de historia. La taberna ocupa la que fuera la sala del Cuerpo de Guardia de la antigua C&aacute;rcel Real de Sevilla, donde estuvo preso Miguel de Cervantes y donde la leyenda cuenta que escribi&oacute; parte de su obra Don Quijote de la Mancha.</p>
<p>Grupo La Raza reabri&oacute; a finales del a&ntilde;o 2011 esta taberna con el objetivo de transformarla y adaptarla a las nuevas necesidades del p&uacute;blico actual pero manteniendo la misma esencia de siempre tanto en sus productos como en el establecimiento en s&iacute;. Aunque en esta ocasi&oacute;n se han rescatado sus dos plantas superiores para atender a un mayor n&uacute;mero de comensales.</p>
<p>As&iacute;, EntreC&aacute;rceles se ha hecho un hueco en la gastronom&iacute;a de la ciudad convirti&eacute;ndose en el sitio id&oacute;neo donde tomar el aperitivo a mediod&iacute;a o donde disfrutar de los mejores productos de la tierra. Vinos y productos de primera calidad, como chacinas y quesos de la Sierra Norte de Sevilla, conforman su oferta gastron&oacute;mica. Y no pod&eacute;is dejar de probar su famoso y cotizad&iacute;simo Fino Imperial, &iexcl;una delicia para el paladar!</p>
<p>&nbsp;</p>
","Establecimientos con más de 50 años","C/ Faisanes. Esquina Álvarez Quintero",37.389322,-5.993843
"Bar Santa Ana","<p>*Fotograf&iacute;a cedida por AZAHAR-SEVILLA.com.</p>
","Establecimientos con más de 50 años","C/ Pureza, 82",37.383043,-6.000459
"Bodega La Mina ","<p>*Fotograf&iacute;a cedida por AZAHAR-SEVILLA.com.</p>
","Establecimientos con más de 50 años","C/ Cuesta del Rosario, 7",37.389811,-5.991744
"Modesto ","<p>*Fotograf&iacute;a cedida por AZAHAR-SEVILLA.com.</p>
","Gambas","C/ Cano y Cueto, 5",37.385573,-5.986952
"Modesto ","<p>*Fotograf&iacute;a cedida por AZAHAR-SEVILLA.com.</p>
","Gazpacho","C/ Cano y Cueto, 5",37.385573,-5.986952
"D MERCAO","<p>DMERCAO ES UN RESTAURANTE DE COMIDA MEDITERR&Aacute;NEA DE TEMPORADA CON INFLUENCIA JAPONESA. NOS ENCONTRAMOS EN LA C/ CONDE DE BARAJAS, 23,EN EL C&Eacute;NTRICO BARRIO DE SAN LORENZO. , EN UNA ANTIGUA CASA SEVILLANA REFORMADA,&nbsp; CON PATIO ANDALUZ CON o&nbsp;&nbsp; &nbsp;DMERCAO ES UN RESTAURANTE DE COMIDA MEDITERR&Aacute;NEA DE TEMPORADA CON INFLUENCIA JAPONESA. NOS ENCONTRAMOS EN LA C/ CONDE DE BARAJAS, 23,EN EL C&Eacute;NTRICO BARRIO DE SAN LORENZO. , EN UNA ANTIGUA CASA SEVILLANA REFORMADA,&nbsp; CON PATIO ANDALUZ CON AZULEJOS DEL QUIJOTE DE LA EXPOSICI&Oacute;N DEL 29, SUELOS HIDR&Aacute;ULICOS Y DECORACI&Oacute;N MINIMALISTA. AMBIENTE ACOGEDOR.<br />
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>
","Gazpacho","C/ Conde de Barajas, 23",37.396749,-5.995892
"GAGO6","<p>*Fotograf&iacute;a cedida por AZAHAR-SEVILLA.com.</p>
","Gazpacho","C/ Mateos Gago,6",37.386027,-5.991428
"Tejas Dulces de Sevilla","<p>&nbsp;</p>
<p>Dulces artesanos.</p>
<p>&nbsp;</p>
<p><strong>P&aacute;gina web:</strong></p>
<p>tejasdulces.com</p>
","Gourmet","Plaza Jesús de la Pasión, 13",37.39014,-5.992469
"Carnicas Almansa SL","<p>&nbsp;</p>
<p>Productos espa&ntilde;oles gourmet.</p>
<p>&nbsp;</p>
<p><strong>P&aacute;gina web:</strong></p>
<p>carnicasalmansa.com</p>
","Gourmet","Plaza de la Alfalfa, 1",37.390244,-5.990671
"Dale un capricho","<p>&nbsp;</p>
<p>Productos espa&ntilde;oles gourmet.</p>
<p>&nbsp;</p>
<p><strong>Pagina web:</strong></p>
<p>daleuncapricho.com</p>
","Gourmet","C/ Francos, 16",37.389178,-5.992595
"Mercado Lonja del Barranco","<p>&nbsp;</p>
<p>Mercado gourmet.</p>
<p>&nbsp;</p>
<p><strong>P&aacute;gina web:</strong></p>
<p>mercadolonjadelbarranco.com</p>
","Gourmet","C/ Arjona, 24",37.387681,-6.002276
"Flor de Sal","<p>&nbsp;</p>
<p>Vinos.</p>
<p>&nbsp;</p>
<p><strong>Pagina web:</strong></p>
<p>flordesalvinos.com</p>
","Gourmet","C/ Carlos Cañal, 46",37.388709,-5.998283
"Baco","<p>&nbsp;</p>
<p>Productos derivados del bacalao y gourmet.</p>
<p>&nbsp;</p>
<p><strong>P&aacute;gina web:</strong></p>
<p>baco.es</p>
","Gourmet","C/ Cuna, 4",37.392616,-5.9936
"Federico flores","<p>&nbsp;</p>
<p>Jam&oacute;n y productos gourmet.</p>
<p>&nbsp;</p>
<p><strong>P&aacute;gina web:</strong></p>
<p>federicoflores.es</p>
","Gourmet","C/ Fernández de Ribera, 38A",37.376329,-5.969286
"Gourmet El Corte Inglés","<p>&nbsp;</p>
<p>Espacio Gourmet.</p>
<p>&nbsp;</p>
<p><strong>P&aacute;gina web:</strong></p>
<p>aptcsupermercado.elcorteingles.es/gourmet-experience/duque</p>
","Gourmet","Plaza del Duque, 8, planta 5",37.392808,-5.996489
"Viña y Licor","<p>&nbsp;</p>
<p>Vinos.</p>
<p>&nbsp;</p>
<p><strong>P&aacute;gina web:</strong></p>
<p>vinalicor.com</p>
","Gourmet","C/ Arfe, 20",37.385988,-5.995971
"Delatierra","<p>&nbsp;</p>
<p>Vinos.</p>
<p>&nbsp;</p>
<p><strong>P&aacute;gina web:</strong></p>
<p>delatierra.com</p>
","Gourmet","C/ García de Vinuesa, 25",37.386369,-5.995326
"Tierra Nuestra","<p>&nbsp;</p>
<p>Vinos.</p>
<p>&nbsp;</p>
<p><strong>P&aacute;gina web:</strong></p>
<p>tierranuestra.es</p>
","Gourmet","C/ Constancia, 41",37.377904,-6.006412
"Óleo - le","<p>&nbsp;</p>
<p>Aceites.</p>
<p>&nbsp;</p>
<p><strong>P&aacute;gina web:</strong></p>
<p>oleo-le.com</p>
","Gourmet","C/ García de Vinuesa, 39",37.386261,-5.995682
"Inés Rosales","<p>&nbsp;</p>
<p><strong>P&aacute;gina web:</strong></p>
<p>inesrosales.com/</p>
","Gourmet","Pl. de S. Francisco, 15",37.387979,-5.993634
"Centro Comercial Nervión Plaza","<p>&nbsp;</p>
<p><strong>P&aacute;gina web:</strong></p>
<p>nervionplaza.com</p>
","Grandes almacenes y centros comerciales","C/ Luis de Morales, 3",37.384128,-5.972169
"Galerias Madrid","<p>&nbsp;</p>
<p>Tejidos, hogar y flamenca.</p>
<p>&nbsp;</p>
<p><strong>P&aacute;gina web:</strong></p>
<p>galeriasmadrid.es</p>
","Grandes almacenes y centros comerciales","C/ Cuna, 42",37.390827,-5.993626
"Libélula Shop","<p>&nbsp;</p>
<p>Multiespacio de moda, arte y decoraci&oacute;n.</p>
<p>&nbsp;</p>
<p><strong>P&aacute;gina web:</strong></p>
<p>lalibelulashop.com</p>
","Grandes almacenes y centros comerciales","C/ Cuna, 45",37.390684,-5.993315
"Centro Comercial Plaza de Armas","<p>&nbsp;</p>
<p><strong>P&aacute;gina web:</strong></p>
<p>centrocomercialplazadearmas.es</p>
","Grandes almacenes y centros comerciales","Plaza la Legión, s/n",37.391556,-6.002745
"Centro Comercial Los Arcos","<p>&nbsp;</p>
<p><strong>P&aacute;gina web:</strong></p>
<p>cclosarcos.com</p>
","Grandes almacenes y centros comerciales","Avenida de Andalucía, s/n",37.388419,-5.960438
"Guarnicionería López","<p>&nbsp;</p>
<p><strong>P&aacute;gina web:</strong></p>
<p>guarnicioneriasevilla.com</p>
","Guarnicionería","Calle Cuna, 34",37.391034,-5.993456
"Roberto Garrudo","<p>&nbsp;</p>
<p><strong>P&aacute;gina web:</strong></p>
<p>robertogarrudo.com</p>
","Guarnicionería","C/ Córdoba, 12A",37.390452,-5.992764
"El Caballo","<p>&nbsp;</p>
<p><strong>P&aacute;gina web:</strong></p>
<p>tienda.elcaballo.com</p>
","Guarnicionería","C/ Adriano, 16",37.386633,-5.99776
"Vicente Rodriguez Robles","<p>&nbsp;</p>
<p><strong>P&aacute;gina web:</strong></p>
<p>guarnicioneriavr.blogspot.com.es</p>
","Guarnicionería","C/ Antonio Buero Vallejo, 1",37.406757,-5.990879
"Casa de la Guitarra","<p>&nbsp;</p>
<p><strong>P&aacute;gina web</strong>:</p>
<p>casadelaguitarra.es</p>
","Guitarras flamencas","C/ Mesón del Moro, 12",37.38609,-5.989686
"Guitarras de artesanía José Luis Postigo","<p>&nbsp;</p>
<p><strong>P&aacute;gina web:</strong></p>
<p>guitarraspostigo.com</p>
","Guitarras flamencas","C/ Hernando Colón, 34",37.387184,-5.99343
"Guitarras Cayuela","<p>&nbsp;</p>
<p><strong>P&aacute;gina web:</strong></p>
<p>juanluiscayuela.es</p>
","Guitarras flamencas","C/ Zaragoza, 4",37.389152,-5.999215
"Guitarras Antonio Bernal","<p>&nbsp;</p>
<p><strong>P&aacute;gina web:</strong></p>
<p>antoniobernal.com</p>
","Guitarras flamencas","C/ Hernando del Pulgar, 20",37.388705,-5.970631
"Francisco Solís Guitarras","<p>&nbsp;</p>
<p><strong>P&aacute;gina web:</strong></p>
<p>fsolisguitarras.es</p>
","Guitarras flamencas","C/ Cataluña, 56",37.424458,-5.982955
"Monasterio de San Clemente","<p>Monasterio de la Orden del Císter, Fue fundado en 1248 por Fernando III el Santo, que habiendo entrado sus tropas en la ciudad de Sevilla un 23 de noviembre, festividad de San Clemente, convino erigir un monasterio dedicado al Pontífice. Por tanto, este monasterio sevillano de más de setecientos cincuenta años de vida se sitúa hasta el día de hoy en el mismo enclave desde su inicio.</p>
<p>El Rey Santo, decidió que la orden monástica del Císter femenino ocupara este nuevo monasterio, debido probablemente a que en aquellos momentos esta era la orden que aparecía más ligada a la familia real. La primera abadesa de la que existen evidencias fue una señora llamada Doña Gontrueda Ruiz de León, con la que posiblemente se iniciara la vida de este cenobio femenino.</p>
<p>Este convento de importancia y relevancia suficiente, siempre ligado a la Corona y al arzobispado, recibirá en su claustro a las más importantes damas de la sociedad sevillana de los siglos medievales. El monasterio terminó siendo escogido como panteón real por diversos miembros de la realeza. A finales del siglo XVI se realiza una ampliación en el monasterio, pues había que hacer una nueva iglesia más acorde y suficiente en tamaño para el número de religiosas, de manera que esta pudiera cubrir sus necesidades.</p>
<p>Esta remodelación es indicador de la importancia del monasterio, que no solo se observa relevante en los siglos medievales, si no que también se mantiene así durante los siglos posteriores. Arquitectónicamente es un conjunto heterogéneo de edificaciones, construidas en diferentes épocas y estilos, desde el siglo XVI al XVII. En el monasterio se describen dos hechos diferenciables, las salas de exposiciones y la iglesia.</p>
","Iglesias, Parroquias y Conventos","Calle Santa Clara, 9 1. 41002 Sevilla",37.402359,-5.995772
"Convento de Santa Clara","<p>También conocido como Real Monasterio de Santa Clara, es un edificio ubicado en la calle de Santa Clara. En la actualidad es utilizado con fines culturales por el Ayuntamiento de Sevilla, aunque hasta el siglo XX estuvo destinado al culto católico, constituyendo sus dependencias un convento franciscano de religiosas de clausura.</p>
<p>Fue fundado en 1289 por el rey Fernando III de Castilla, y levantado junto a un antiguo palacio perteneciente a su hijo, el infante Fadrique de Castilla.</p>
<p>&nbsp;El complejo conventual fue construido entre los siglos XVI y XVII. Para ello se incrustó literalmente al palacio, una construcción mudéjar levantada tras la conquista cristiana de la ciudad, y de la que únicamente conserva la denominada Torre de don Fadrique.</p>
<p>Dentro de las estancias conservadas en la actualidad se encuentran el refectorio, el claustro mayor en estilo renacentista, las cocinas, dormitorios y otras dependencias domésticas, la enfermería y la estancia que ocupaba la antigua iglesia conventual, que fue reutilizada como cementerio.</p>
<p>El pórtico de acceso a la iglesia fue copiado para realizar el de la Basílica de La Macarena, y su retablo mayor está dedicado a diversos santos de la orden; además contiene otros cuatro retablos menores, realizados por Juan Martínez Montañés. En los años 2000 el convento fue sometido a una rehabilitación para adaptarlo a usos culturales. Dicha restauración terminaría siendo una modificación del edificio.</p>
<p>&nbsp;El convento conserva tras la restauración sus paredes colmadas de azulejos. En el Museo de Victoria y Alberto de Londres se exponen azulejos procedentes del convento.</p>
<p>Tras las obras de remodelación del edificio para adaptarlo como cultural, una pequeña cantidad de azulejos de salas reformadas se conservaron en cajas, si bien a la postre se pusieron en valor en el Museo Mudéjar de Sevilla.</p>
","Iglesias, Parroquias y Conventos","Calle Becas, s/n ",37.399934,-5.995274
"Convento de las Mínimas","<p>El Convento de las Mínimas, a pesar de estar situado en una calle tan populosa; parece como si la existencia escondida y callada de sus moradoras impregnara el edificio. Su silencio solo se rompe cuando la campana llama a misa a las 10:30 de la mañana los domingos y festivos. Tanto para los que saben de él como para los que no lo saben, creo que será interesante conocer algo de su historia.</p>
<p>Toma el nombre de Ntra. Sra. de Consolación y sus monjas pertenecen a la Orden Mínima de San Francisco de Paula, las cuales llegaron a Triana entre 1564 o 1566, procedentes de la Villa de Fuentes de León (Badajoz) donde se fundó la Orden sobre el año 1548. Enclavada en la margen derecha del río en Triana, su esplendor y fama arrancan del siglo XVI.</p>
<p>Es dueña de una especial manera de ser; tiene industrias fluvial y de pólvora, es agraria, artesanal, alfarera, en definitiva, es como otra ciudad con su Catedral de Santa Ana y en ella hay personas muy ricas, muy prósperas, poderosas y limosneras.</p>
","Iglesias, Parroquias y Conventos","Calle Pagés del Corro, 136",37.382119,-6.001765
"Convento Santa Inés","<p>Durante el siglo XVI se lleva a cabo una importante serie de reformas en el complejo conjunto conventual, que queda organizado a partir de dos compases, cuatro patios, un huerto y cementerio; y donde destacan especialmente la iglesia y el claustro principal conocido como del Herbolario. Este importante convento sevillano no se proyecta al exterior, a pesar de su gran superficie urbana, desarrollando toda su complejidad hacia el interior.</p>
<p>El acceso se realiza a trav&eacute;s de dos entradas independientes que se abren cada uno a un comp&aacute;s a los lados de la iglesia. En el izquierdo est&aacute;n entre otros el torno, los locutorios, las viviendas del sacrist&aacute;n y portero y la puerta reglar; mientras que el otro permite entrar a la iglesia por otra puerta, opuesta a la anterior, y a las sacrist&iacute;as de afuera.</p>
<p>La iglesia es un elemento singular, ya que cuenta con tres naves de igual altura cubiertas con b&oacute;vedas de crucer&iacute;a, cosa inusual en los conventos femeninos de la ciudad. Su f&aacute;brica se reforma hacia el a&ntilde;o 1630 con yeser&iacute;as y pinturas murales realizadas por Francisco Herrera el Viejo y se ornamenta con retablos barrocos durante los siglos XVII y XVIII.</p>
","Iglesias, Parroquias y Conventos","Calle de Doña María Coronel, 5. 41003 Sevilla",37.392937,-5.989738
"Basílica de la Macarena","<div style=""background-color:#e7e9ea;padding:5px;"">
<p class=""rteleft"" style=""""><strong>AÑO JUBILAR 2013 - 2014. |&nbsp;</strong><strong><a href=""http://www.macarenajubilar.es"" target=""_blank"">Más información en la web de la Hermandad de la Macarena&nbsp;</a></strong></p>
</div>
<p class=""rtejustify"">Horario Dependencias Basilicales: Lunes-sábado: 9.00-13.30h. /17.00 - 20.30h. (Última entrada). Domingo: 9.30 - 13.30 h./17.00-20.00h. (Última entrada)</p>
<p class=""rtejustify"">Precio:Basílica y Camarín de la Virgen:entrada libre.Dependencias Basilicales: entrada general 5€ /entrada reducida: 3€ para pensionistas.Grupos autorizados mínimo 20 pax. (Hermandades. asociaciones religiosas, culturales y centros educativos) y menores 16 años acompañados. Gratis:hermanos y menores de 6 años. Audioguía:1€.</p>
<p class=""rtejustify"">La Basílica de Santa María de la Esperanza Macarena, también conocida popularmente como Basílica de La Macarena es un templo católico situado en el número 1 de la calle Bécquer, en el barrio de La Macarena. El edificio constituye la sede de la Hermandad de La Esperanza Macarena, que hace estación de penitencia en La Madrugada del Viernes Santo con las imágenes de María Santísima de la Esperanza Macarena y Nuestro Padre Jesús de la Sentencia.</p>
<p class=""rtejustify"">Su construcción fue iniciada en 1941, cuando el 13 de abril, Pedro Segura y Sáenz, arzobispo de Sevilla, bendijo los terrenos en los que se edificó y colocó la primera piedra del templo; y finalizada el año 1949, siendo bendecida el 18 de marzo por el mismo arzobispo y actuando como padrinos Queipo de Llano y Serafina Salcedo, y consagrada por el cardenal José María Bueno Monreal, arzobispo de la ciudad, el 7 de octubre de 1966. La obra fue llevada a cabo por el arquitecto sevillano Aurelio Gómez Millán, y se trata de un edificio de una sola nave con capillas laterales. El templo obtuvo la dignidad de Basílica Menor por una bula de 12 de noviembre de 1966 concedida por el papa Pablo VI, siendo de este modo el primer templo sevillano en ostentar esta dignidad.</p>
","Iglesias, Parroquias y Conventos","Calle de Bécquer, 1",37.402747,-5.989587
"Iglesia del Divino Salvador","<p>Precio:4euros.Gratis para residentes en Sevilla,discapacitados,desempleados y &lt;14años acompañados. &nbsp;8€ visita conjunta con la Catedral. Audioguía 2.50 €.<br />
El Salvador es un templo religioso de culto católico romano bajo la advocación de Nuestro Señor San Salvador, se encuentra ubicado en la plaza del Salvador de Sevilla y constituye la iglesia más grande de la ciudad, después de la Catedral. Despojada de su rango parroquial tras las últimas obras de restauración, funciona en la actualidad como iglesia exenta, dentro de la jurisdicción parroquial de San Isidoro. En su patio pueden apreciarse resquicios de la época romana y visigoda.<br />
El edificio fue levantado sobre los restos de Ibn Adabbas, Mezquita Mayor de la Sevilla musulmana (siglo IX); este templo religioso, así como su entorno, ostentaba gran importancia incluso en el desarrollo cotidiano de las gentes, por lo que cuando los cristianos conquistaron Sevilla, permitieron en un principio su uso como mezquita, pero en el año 1340 fue convertida en la parroquia del Salvador. Además, se convino mantener el rango ostentado de segundo templo de la ciudad; para ello le fue otorgado el carácter de colegiata.<br />
Así este edificio sostendría un uso religioso hasta el año 1671, cuando el paso del tiempo consiguió escribir sobre ella un fuerte deterioro. Su construcción tal y como la vemos hoy dio comienzo en 1674 con el arquitecto Esteban García, finalizando en 1712 de manos del arquitecto Leonardo de Figueroa. Más tarde volvería a ser sometida a un profundo trabajo de restauración que ha finalizado a principios de 2008 devolviendo al templo todo su esplendor.</p>
","Iglesias, Parroquias y Conventos","Plaza del Salvador s/n",37.389953,-5.992999
